V1	V2	V3	tf	target
G255	G3708	1	b0761	b2195
G55	G3718	1	b3357	b0125
G268	G3718	1	b0912	b0125
G333	G3718	1	b1712	b0125
G305	G3725	1	b0683	b4287
G55	G3726	1	b3357	b3393
G92	G3727	1	b1334	b2728
G99	G3727	1	b2731	b2728
G268	G3727	1	b0912	b2728
G333	G3727	1	b1712	b2728
G169	G3729	1	b2220	b2223
G268	G3729	1	b0912	b2223
G333	G3729	1	b1712	b2223
G55	G3730	1	b3357	b3437
G107	G3730	1	b3438	b3437
G92	G3731	1	b1334	b1476
G192	G3731	1	b1221	b1476
G220	G3731	1	b2193	b1476
G232	G3738	1	b2916	b0031
G92	G3739	1	b1334	b2205
G116	G3739	1	b2531	b2205
G192	G3739	1	b1221	b2205
G220	G3739	1	b2193	b2205
G255	G3739	1	b0761	b2205
G55	G3742	1	b3357	b0757
G113	G3742	1	b0440	b0757
G183	G3742	1	b4000	b0757
G227	G3742	1	b2837	b0757
G281	G3742	1	b1237	b0757
G315	G3742	1	b2151	b0757
G227	G3748	1	b2837	b2943
G260	G3748	1	b0676	b2943
G315	G3748	1	b2151	b2943
G55	G3751	1	b3357	b3426
G58	G3751	1	b3423	b3426
G55	G3754	1	b3357	b4376
G244	G3754	1	b0889	b4376
G268	G3754	1	b0912	b4376
G333	G3754	1	b1712	b4376
G179	G3755	1	b4260	b0033
G199	G3755	1	b1658	b0033
G223	G3755	1	b3237	b0033
G224	G3755	1	b1013	b0033
G268	G3755	1	b0912	b0033
G333	G3755	1	b1712	b0033
G39	G3756	1	b3973	b0778
G55	G3766	1	b3357	b1819
G176	G3766	1	b1594	b1819
G260	G3766	1	b0676	b1819
G55	G3768	1	b3357	b3222
G74	G3768	1	b3226	b3222
G23	G3769	1	b3261	b1796
G192	G3769	1	b1221	b1796
G23	G3775	1	b3261	b2783
G55	G3775	1	b3357	b2783
G92	G3785	1	b1334	b1227
G192	G3785	1	b1221	b1227
G268	G3785	1	b0912	b1227
G333	G3785	1	b1712	b1227
G223	G3792	1	b3237	b1744
G303	G3792	1	b3868	b1744
G255	G3798	1	b0761	b0785
G73	G3800	1	b4043	b1183
G55	G3810	1	b3357	b0729
G313	G3810	1	b4401	b0729
G36	G3812	1	b2980	b2975
G268	G3812	1	b0912	b2975
G313	G3812	1	b4401	b2975
G333	G3812	1	b1712	b2975
G55	G3813	1	b3357	b3213
G223	G3813	1	b3237	b3213
G244	G3813	1	b0889	b3213
G259	G3813	1	b3512	b3213
G268	G3813	1	b0912	b3213
G333	G3813	1	b1712	b3213
G92	G3817	1	b1334	b1210
G244	G3825	1	b0889	b4315
G281	G3825	1	b1237	b4315
G23	G3827	1	b3261	b3797
G55	G3828	1	b3357	b4036
G145	G3828	1	b3418	b4036
G23	G3831	1	b3261	b2284
G92	G3831	1	b1334	b2284
G268	G3831	1	b0912	b2284
G313	G3831	1	b4401	b2284
G333	G3831	1	b1712	b2284
G66	G3835	1	b0399	b1020
G55	G3840	1	b3357	b1394
G175	G3840	1	b1399	b1394
G268	G3840	1	b0912	b1394
G333	G3840	1	b1712	b1394
G23	G3861	1	b3261	b2288
G92	G3861	1	b1334	b2288
G268	G3861	1	b0912	b2288
G313	G3861	1	b4401	b2288
G333	G3861	1	b1712	b2288
G285	G3870	1	b3569	b3568
G55	G3879	1	b3357	b2240
G58	G3879	1	b3423	b2240
G268	G3879	1	b0912	b2240
G333	G3879	1	b1712	b2240
G55	G3891	1	b3357	b1421
G263	G3893	1	b0504	b0517
G199	G3894	1	b1658	b0522
G55	G3896	1	b3357	b0679
G260	G3896	1	b0676	b0679
G309	G3911	1	b4062	b0850
G55	G3919	1	b3357	b0675
G260	G3919	1	b0676	b0675
G170	G3927	1	b1323	b2601
G99	G3938	1	b2731	b2718
G255	G3938	1	b0761	b2718
G268	G3938	1	b0912	b2718
G333	G3938	1	b1712	b2718
G66	G3940	1	b0399	b3725
G268	G3940	1	b0912	b3725
G333	G3940	1	b1712	b3725
G207	G3951	1	b4018	b4016
G268	G3951	1	b0912	b4016
G282	G3951	1	b0080	b4016
G333	G3951	1	b1712	b4016
G92	G3952	1	b1334	b1212
G55	G3953	1	b3357	b0759
G113	G3953	1	b0440	b0759
G183	G3953	1	b4000	b0759
G227	G3953	1	b2837	b0759
G281	G3953	1	b1237	b0759
G315	G3953	1	b2151	b0759
G223	G3954	1	b3237	b1748
G303	G3954	1	b3868	b1748
G61	G3955	1	b0069	b0068
G125	G3961	1	b1130	b1826
G116	G3966	1	b2531	b1679
G235	G3966	1	b3961	b1679
G268	G3966	1	b0912	b1679
G305	G3966	1	b0683	b1679
G333	G3966	1	b1712	b1679
G142	G3971	1	b1303	b1304
G268	G3971	1	b0912	b1304
G333	G3971	1	b1712	b1304
G86	G3972	1	b3912	b1535
G140	G3973	1	b1275	b2752
G86	G3976	1	b3912	b0461
G23	G3983	1	b3261	b1797
G192	G3983	1	b1221	b1797
G3	G3990	1	b3702	b2234
G23	G3990	1	b3261	b2234
G172	G3990	1	b0413	b2234
G232	G3990	1	b2916	b2234
G48	G3992	1	b2537	b2541
G55	G3994	1	b3357	b0124
G268	G3994	1	b0912	b0124
G333	G3994	1	b1712	b0124
G278	G3998	1	b2684	b2686
G92	G4003	1	b1334	b0896
G192	G4003	1	b1221	b0896
G255	G4003	1	b0761	b0896
G268	G4003	1	b0912	b0896
G333	G4003	1	b1712	b0896
G55	G4004	1	b3357	b3583
G247	G4004	1	b3574	b3583
G268	G4004	1	b0912	b3583
G333	G4004	1	b1712	b3583
G55	G4016	1	b3357	b3451
G66	G4016	1	b0399	b3451
G244	G4019	1	b0889	b0077
G55	G4020	1	b3357	b0724
G313	G4020	1	b4401	b0724
G73	G4027	1	b4043	b2699
G23	G4029	1	b3261	b4369
G55	G4032	1	b3357	b0038
G151	G4032	1	b0034	b0038
G92	G4035	1	b1334	b1223
G192	G4035	1	b1221	b1223
G268	G4035	1	b0912	b1223
G333	G4035	1	b1712	b1223
G199	G4040	1	b1658	b2476
G140	G4041	1	b1275	b0367
G197	G4041	1	b1987	b0367
G189	G4047	1	b4241	b4239
G99	G4057	1	b2731	b2720
G255	G4057	1	b0761	b2720
G268	G4057	1	b0912	b2720
G333	G4057	1	b1712	b2720
G83	G4058	1	b4124	b4152
G92	G4058	1	b1334	b4152
G192	G4058	1	b1221	b4152
G92	G4063	1	b1334	b1224
G192	G4063	1	b1221	b1224
G268	G4063	1	b0912	b1224
G333	G4063	1	b1712	b1224
G23	G4065	1	b3261	b0536
G39	G4069	1	b3973	b0777
G244	G4071	1	b0889	b4317
G281	G4071	1	b1237	b4317
G66	G4072	1	b0399	b3726
G268	G4072	1	b0912	b3726
G333	G4072	1	b1712	b3726
G305	G4074	1	b0683	b2155
G235	G4076	1	b3961	b0475
G268	G4083	1	b0912	b3544
G333	G4083	1	b1712	b3544
G170	G4086	1	b1323	b0112
G199	G4096	1	b1658	b2311
G23	G4098	1	b3261	b3869
G55	G4098	1	b3357	b3869
G303	G4098	1	b3868	b3869
G55	G4100	1	b3357	b1515
G55	G4101	1	b3357	b0349
G178	G4101	1	b0346	b0349
G244	G4106	1	b0889	b3772
G268	G4106	1	b0912	b3772
G333	G4106	1	b1712	b3772
G232	G4107	1	b2916	b2923
G244	G4107	1	b0889	b2923
G140	G4111	1	b1275	b0934
G197	G4111	1	b1987	b0934
G268	G4111	1	b0912	b0934
G333	G4111	1	b1712	b0934
G23	G4113	1	b3261	b4111
G55	G4113	1	b3357	b4111
G110	G4119	1	b1892	b1945
G219	G4119	1	b1891	b1945
G39	G4123	1	b3973	b0775
G23	G4125	1	b3261	b3365
G92	G4125	1	b1334	b3365
G192	G4125	1	b1221	b3365
G220	G4125	1	b2193	b3365
G268	G4125	1	b0912	b3365
G281	G4125	1	b1237	b3365
G282	G4125	1	b0080	b3365
G333	G4125	1	b1712	b3365
G101	G4127	1	b4004	b4002
G176	G4133	1	b1594	b1593
G189	G4134	1	b4241	b4240
G199	G4143	1	b1658	b1062
G55	G4145	1	b3357	b0678
G260	G4145	1	b0676	b0678
G23	G4146	1	b3261	b3870
G55	G4146	1	b3357	b3870
G303	G4146	1	b3868	b3870
G55	G4149	1	b3357	b1622
G269	G4149	1	b1620	b1622
G55	G4151	1	b3357	b3576
G247	G4151	1	b3574	b3576
G268	G4151	1	b0912	b3576
G333	G4151	1	b1712	b3576
G4	G4157	1	b3118	b4471
G55	G4157	1	b3357	b4471
G56	G4157	1	b3119	b4471
G268	G4157	1	b0912	b4471
G333	G4157	1	b1712	b4471
G92	G4166	1	b1334	b4238
G172	G4166	1	b0413	b4238
G92	G4167	1	b1334	b1588
G192	G4167	1	b1221	b1588
G145	G4168	1	b3418	b3416
G55	G4173	1	b3357	b2150
G55	G4174	1	b3357	b0335
G109	G4180	1	b0694	b0696
G305	G4186	1	b0683	b4511
G51	G4191	1	b0730	b0731
G23	G4196	1	b3261	b1241
G282	G4196	1	b0080	b1241
G116	G4206	1	b2531	b2529
G125	G4209	1	b1130	b3207
G282	G4212	1	b0080	b1779
G205	G4213	1	b2808	b4443
G55	G4220	1	b3357	b3214
G223	G4220	1	b3237	b3214
G244	G4220	1	b0889	b3214
G259	G4220	1	b3512	b3214
G268	G4220	1	b0912	b3214
G333	G4220	1	b1712	b3214
G118	G4229	1	b4393	b3161
G170	G4229	1	b1323	b3161
G55	G4237	1	b3357	b4213
G86	G4244	1	b3912	b2076
G144	G4244	1	b2079	b2076
G23	G4245	1	b3261	b4074
G92	G4245	1	b1334	b4074
G192	G4245	1	b1221	b4074
G220	G4245	1	b2193	b4074
G268	G4245	1	b0912	b4074
G333	G4245	1	b1712	b4074
G86	G4246	1	b3912	b0754
G170	G4246	1	b1323	b0754
G2	G4251	1	b3481	b3479
G92	G4251	1	b1334	b3479
G199	G4252	1	b1658	b2499
G268	G4255	1	b0912	b3543
G333	G4255	1	b1712	b3543
G309	G4265	1	b4062	b1277
G282	G4266	1	b0080	b0315
G55	G4270	1	b3357	b3224
G74	G4270	1	b3226	b3224
G188	G4271	1	b3515	b1493
G254	G4271	1	b3516	b1493
G259	G4271	1	b3512	b1493
G221	G4275	1	b4191	b4192
G268	G4275	1	b0912	b4192
G333	G4275	1	b1712	b4192
G120	G4276	1	b0571	b0574
G172	G4279	1	b0413	b2674
G55	G4282	1	b3357	b1205
G224	G4283	1	b1013	b1008
G55	G4286	1	b3357	b2803
G43	G4293	1	b3501	b3503
G69	G4296	1	b0113	b0429
G313	G4296	1	b4401	b0429
G3	G4300	1	b3702	b2507
G23	G4300	1	b3261	b2507
G55	G4300	1	b3357	b2507
G199	G4300	1	b1658	b2507
G55	G4303	1	b3357	b0726
G313	G4303	1	b4401	b0726
G55	G4305	1	b3357	b4476
G107	G4305	1	b3438	b4476
G86	G4306	1	b3912	b4355
G188	G4312	1	b3515	b3507
G254	G4312	1	b3516	b3507
G309	G4317	1	b4062	b2159
G23	G4319	1	b3261	b3756
G23	G4322	1	b3261	b3168
G55	G4322	1	b3357	b3168
G223	G4322	1	b3237	b3168
G281	G4323	1	b1237	b3338
G55	G4327	1	b3357	b1734
G128	G4327	1	b1735	b1734
G260	G4327	1	b0676	b1734
G244	G4329	1	b0889	b4318
G281	G4329	1	b1237	b4318
G55	G4330	1	b3357	b0035
G151	G4330	1	b0034	b0035
G305	G4332	1	b0683	b4291
G23	G4333	1	b3261	b3723
G55	G4333	1	b3357	b3723
G281	G4333	1	b1237	b3723
G55	G4335	1	b3357	b1516
G23	G4344	1	b3261	b2277
G92	G4344	1	b1334	b2277
G268	G4344	1	b0912	b2277
G313	G4344	1	b4401	b2277
G333	G4344	1	b1712	b2277
G110	G4351	1	b1892	b1944
G219	G4351	1	b1891	b1944
G264	G4354	1	b0020	b1024
G55	G4356	1	b3357	b4034
G145	G4356	1	b3418	b4034
G23	G4361	1	b3261	b3171
G55	G4361	1	b3357	b3171
G223	G4361	1	b3237	b3171
G55	G4362	1	b3357	b2365
G305	G4367	1	b0683	b0593
G255	G4374	1	b0761	b0782
G116	G4389	1	b2531	b0977
G140	G4395	1	b1275	b0936
G197	G4395	1	b1987	b0936
G268	G4395	1	b0912	b0936
G333	G4395	1	b1712	b0936
G224	G4397	1	b1013	b1011
G199	G4400	1	b1658	b4005
G73	G4404	1	b4043	b2616
G23	G4411	1	b3261	b1109
G69	G4411	1	b0113	b1109
G92	G4411	1	b1334	b1109
G268	G4411	1	b0912	b1109
G333	G4411	1	b1712	b1109
G69	G4415	1	b0113	b0430
G313	G4415	1	b4401	b0430
G313	G4417	1	b4401	b0311
G55	G4422	1	b3357	b4382
G152	G4422	1	b0840	b4382
G255	G4422	1	b0761	b4382
G277	G4422	1	b3934	b4382
G140	G4434	1	b1275	b2750
G61	G4437	1	b0069	b2379
G86	G4439	1	b3912	b1846
G23	G4447	1	b3261	b0116
G69	G4447	1	b0113	b0116
G92	G4447	1	b1334	b0116
G313	G4447	1	b4401	b0116
G188	G4453	1	b3515	b4452
G254	G4453	1	b3516	b4452
G118	G4456	1	b4393	b1264
G55	G4460	1	b3357	b3449
G66	G4460	1	b0399	b3449
G55	G4469	1	b3357	b3581
G247	G4469	1	b3574	b3581
G268	G4469	1	b0912	b3581
G333	G4469	1	b1712	b3581
G84	G4476	1	b3938	b3941
G223	G4481	1	b3237	b0864
G199	G4488	1	b1658	b2312
G140	G4492	1	b1275	b2751
G73	G4495	1	b4043	b1728
G118	G4505	1	b4393	b1263
